satisfaction_bucket,text
1,i trust you can help me becuse the path i am deal it is whole unacceptable
1,I just have the worst experience booking flights to United mexican states with Interjet.
1,after 4 recaptcha i finally got to paywhat a unsound user experience i got herenearly did not want to buy any longer
1,"I had used the useless flight tracker to get update on the status of flight 558 and track the "" Airway Bill / Confirmation number "" to track as easily."
1,We turn a loss a unharmed sidereal day in Italian capital b / c Delta has no clue how to properly service their plane.
1,"Only to be distinguish that they put on ' t give insurance policy or cancellation advice on this bit, you necessitate to do it online! !!"
1,you have failed to establish my internet for 2 days various telephone calls in and i cant even get a handler incompetent person wastedmyweekend
1,this new email variety nurse hate it go backwards to honest to god notfunctional
1,wherefore do not your telephone work out i paid 14k for a phone that come not respond to anything
1,These were crime syndicate with child hold off and this was an laughable way to handle the site.
1,absolute joke after waiting all day for an orderliness place on fri on choice
1,I have been fundamentally been robbed and this could have turned out alot worse than it did stimulate i pretermit my connecting trajectory.
1,"The hoi polloi in the cargo spot were ill mannered, unprofessional and dismissive."
1,I have lock them before check - in and my suitcase is the type that came with international ignition lock that can be opened by international key in case the luggage would be spot turn back by any airport authority so it should not be forced open in such fashion!
1,And one of the United stave really menace me.
1,massively discomfited with two of your restaurants tonight
1,i detest you how voiceless is it to not redact onion in my wetback
1,will there be an update coming soon thats gonna fix my assault and battery issues or should i just throw outside the hale phone and use a pigeon
1,this is really the spoilt thing with amazon shame is this the way to treat with costumers day one only i raised this issue through mail infact no one separate during my interaction with executives initially
1,The final time mortal tell me that they lied and I was on clench for at least a half hour.
1,"Had An eight night holiday which I cannot get to, not to mention my comeback was also booked HIR - NAN - HNL Also on FIJI air lane. .. What a crowd of criminal"
1,"The employees are incompetenent, don ' t care and the airline is unequal to of make up trusted to transport an animal, youngster or anything of note value."
1,"After speak with an extremely unhelpful and rude supervisor, and explaining our situation, she said she would inquire farther and disappeared, only to return 45 minutes later on to again repeat there were no seats for us."
1,What is most frustrative is that there is no way to find a flight of steps with two upgrade - able seats without calling AA - - and waiting through three minutes of canned slobber before we find a representative and go through with the unit ' wanna ' list with her.
1,I am flying Virgin Australia to Los Angeles and absolutely hate plane food (always have horrifying stomach pains after eating it) Wanting to bring my own food on the aeroplane but interested with customs etc with what I can bring instead of paying great amounts of money for food beyond customs which is equally horrible.
1,The transit at Heathrow (a refueling and more rider stop) was the well nigh miserable experience in all our flying years. .. . We would not recommend to anyone pilot through Heathrow as transit passenger.
1,I am writing today to tell you how frustrated I am in your misleading business exercise and disgusted I am with your client support (a common thread in many review for your company ).
1,"Once on board the plane I was put next to a minuscule baby and on asking the cabin crew if I could be moved as I coiffure not want to present the child my source, I was discourteously told that there was nothing they could do for me."
1,I should have known better than to book a scurvy - toll flight done an authority. .. or at least through with That agency!
1,Have other passenger have the bad luck of deal with rude and unhelpful Qatar Skyway faculty?
1,"These puppies and crime syndicate favorite were left unattended in small crate for an insalubrious amount of time, neglected by American Air hose."
1,It deal age for them to piece up the phone and they kept quoting the new terms but as shortly as I agreed then they would pass me on to another person or cut the phone.
1,think well have enjoyed the poulet by the time we make our succeeding sojourn thank you though x refusing to pay a free plastic bag with a roast chicken as its wrapped so it doesnt leak meat residue in dish not good
1,real discomfited i was unplug with no solution
1,this is how ups turn in my parcel out 800 of christmastide money for my 5 tiddler angry mommy
1,help me rt o.k. the boxes nark i update my telephone what else do you desire from me
1,not true alas most passengers are withal on the train and i am still standing its rammed battlefront to indorse is that enough feedback for you
1,Every flight on associate in arts that we ' ve taken since the merger we could hear the flight attendants complaining and they could handle to a lesser extent about the service.
1,no point know now service is cancalled now having to pass for alternative change of location does not help my wallet seriously dang right nauseate that this happens every clarence shepard day jr. seriously need to halt up your game here
1,Instead of being helpful and sympathetic the Australian staff working behind the counters send me away 4 time to different riposte to try and sort out my trouble which took over an ace 1 / 2 hours.
1,I for certain compensate plenty for the tag and don ' t see any rationality to give more money for something that never cost money until now.
1,I also went on a few change of location review sites seem that I am one of many hoi polloi who have had a bad experience with this airline business.
1,What is the head of client care agent when they have to confer every doubt.
1,They forced us to check our bags or pay various hundred dollar to carry them on even though we have less then when we went downward and the bags were standard carry size for any other airline.
1,the interrogation is not about apply visa so thwarted on your online bread and butter
1,one of your jfk representatives however managed to cancel my entire return trip from ppt to jfk over the blessing wknd and i almost ended up in nz i take to speak to somebody in armorial bearing about all this fiasco e mail
1,We were primitively looking at book thru flight centre but they want to charge us $ xx extra per person per flight of steps on summit of flight price to get a ticket I just feel ripped off so I ' m looking at booking direct myself.
1,you scarcely tweeted this like thing at me the other twenty four hour period thats what im sayingi commencement work at 7am why cant i have a big mac
1,i go for package is delivered todayif m not available then tell courier boy to wait sometime and do shout out mealready disapointed
1,email i have been have billing problems with uber ever since i changed from cash to card before my issue was resolved without any hassles however i am still waiting for a resolution for a double charge that fall out on the nineteenth of november i have sent legion emails
1,i know my internet speed technically says up to 25mb but all i am get is 8mb that is not still half not satisfactory
1,9 days and counting tho appreciate the great unwashed are busy and have work load to get through but 9 twenty four hour period without a answer that is quite a lot is not it
1,"I fly this route annually / bi - annually to confabulate in - laws with my children and husband who were on this flight with me, they ' re all o.k. (kyd were 16 months and 3 ), I ' m still a mess, can ' t watch condom video and have to acquire valium."
1,Furthermore we have a lot of tension (cipher ulysses simpson grant us that it would be possible to total back to sao paulo ).
1,"Now, leash months farther, I still have no response or payment by rap or Ebookers."
1,"I call Delta, who said there was zero they could do - if the travel agentive role won ' t change it, I ' m SOL."
1,I am completely illogical with the regulation at this leg!
1,can you please stop make believe me update my xbox every yoke of days i dont get many day off and i require to be able to play
1,"immense overbook and over again necessitate for volunteers, at least no aircraft downgrade."
1,how the heck is that potential it is a carte du jour release by yall
1,"From reading a portion of information online it seems that because I am travelling on two budget airlines I have to clear immigration, and so wait on the "" away "" of the airport until the counter for my flight undefended. .. likely 3 hours before my flight at 9pm."
1,can you enjoin me why the pumpkin my bland bought from you yesterday put maggots all complete our kitchen tabular array
1,"The flight leaves late due to late inbound craft - (which is a BS alibi really - - a more dependable one would be the craft was late because its on an end to end schedule with rattling tight turnaround times, and we stuffed up somewhere sooner in the clarence day )."
1,Flights out were fine but the flight backwards was not as our aeroplane was changed to a three three three configuration so our seats which were still 3A and 3B were so small in width we could only just sit in them and when our meal was brought round we could not put the tables down to eat our meals as the tables were in the armrests hence the ground the seats were not very wide.
1,"The flight leaves late imputable to late inbound craft - (which is a BS excuse really - - a more true one would be the craft was late because its on an closing to end schedule with very tight turnaround times, and we stuffed up somewhere in the beginning in the day) So I land an hour late and then have to wait for my bags - C ' est la vie."
1,"can i get anything backward, or is it hopeless. .. . i take it the methamphetamine hydrochloride can uses the rm command or hopefully some other method acting? ???"
1,can you please say me wherefore my 7 almost cauterise a hole in my pants and wherefore my flashlight or camera doesnt workplace now
1,it is every display even the darn commercials i get one minute and then bam error
1,either way its retarded like the enforcement team skill less fucks no wonder sony is in the lead by over 30 million sad i was suspended for a offensive emblem even though it was a photo of crash bandicoot why
1,And this was how I was repay What a shitty client trueness advantage.
1,hey the whole mind of dvr is so you dont have to watch commercialswhat am i paying for
1,rattling because i used to have 3gb which i never ran out of then all of a sudden id use up all my datum in a calendar month without in reality doing anything had to upgrade to 15gb and now i apparently use eighty of that cant wait to switch to 3 roll on end of contract
1,that does not justify the difference in cost you are suggesting that because other places charge more you can bear down more because asda is close to cheaper station you u lower ur leontyne price to compete but because the other store is a few miles away you u can keep price highr
1,i ordered several hundred dollars worth of clothes and shoes for a trip i have in a couple days you deliver it to the completely ill timed state sc this needs to be fixed as soon as possible asap and redeem to my destination in florida nothappy
1,It kind of defeats the purpose of going to the airport the clarence day before if we are going to have to stand and queue up in the same queue that we would have stood in had we just taken our case in the aurora!
1,so i employ for the first and last place time food was more than 1 60 minutes later than call and was cold nothappy
1,ur refurbish macbook pro sucks battery percent stays the same random vibrate sounds and i only get it for two months
1,i know its just such an unfortunate event to happen not just bcuz im turn a loss the store but many ppl are losing their jobs my momma beam me this email whyyyyyyy im so deplorable to see my fav spot leave me
1,havent receive any update so far its been a hebdomad now
1,"After waiting for well all over two hours after the flight bring, the people representing American Airline Cargo could not give any information other than "" we don ' t know where the dog is, there were no dogs on escape 558 ""."
1,"Just think I would get you traveler have it away about it, very discomfited."
1,His 3. 3 chiliad per carry are really bad than final year!
1,When I checked in at Melbourne Airport I had the misfortune to be quite an ominous with flu and on top of not feeling comfortably I had problem with my tag.
1,"Well, I called back three weeks later to rebook it, and he say that I only had deuce days to rebook the flight, that time had passed, they were take my money and they would not be giving it back."
1,So it see like i am not capable to access code training paths at all no matter what i do i can ' t still get to the tab.
1,Considerably that is sooner bother i do not understand wherefore i am paying for this account when I cannot use it.
1,"The first optical maser I received was not aimed directly, and it was so far off I could not align it in."
1,"Ok, now it ' s actually worse, I can ' t log on at all, not simply have stuff lose or acknowledgment not showing up."
1,"My name is Gianina Odom, and I am enrolled in a basic - level course of action right now, but the audio is so spoilt that I can just translate the instructor."
1,Salutary thing this token was gimcrack case now it is useless to me.
1,I would like to talk to your managing director because this is not satisfactory.
1,i have not heard anything yet real foiled in the client service here
1,"When I did so have to make modification, it was completely insufferable to contact the representation."
1,techylots takes ii daylight to respond i dont have 2 days i need to know status now what is going on trying to get ipads ordered from techylots where are they involve to talk with someone today not 2 days from now
1,I consider this is highly short and shoddy practice which eventually deter many customers.
1,not happy with uber driver called to offset on me and say me no charge see m dollar heraldic bearing for cancel not cool not responding
1,They have obviously stopped give care at all and should do us all a favor by declaring bancruptcy and get out of a business that has intelligibly pass them by.
1,It be me 8 RM just to get done the pre commemorate messages about the new terminal then the guy on the phone pretended he couldn ' t hear me and I yes disconnected.
1,I poured 128 fluid ounce of Tuscan Unit Milk into this and it leaked all over my fridge. A poor quality cartesian product!
1,"Another Crosman piece of detritus have it out of the corner, and it is rattle."
1,i have been billed again for 2 orders when i only commit one i have email this done i want a refund for the amount accept asap wtf
1,you u cannot hide illegal work on the name of footing and conditionsdis is my money a will use according our alternative
1,There were eleven families wait and as this dragged on with perfectly no communicating there was obviously thwarting.
1,"The crying and screaming of so many baby setting each other off led to those paying passengers around them get less service from the staff, while they concentrated their care on the young children."
1,Your want of activity speaks volumes about your business practices (shadowed) and you lack of interestingness in client satisfaction.
1,3 flight in a roll yesterday were ground for hour in San Diego with make up mechanical problems It was a nightmare for my family.
1,I was forced to bible another flight of stairs which provide in ii time of day and cost alot more than the original.
1,y is ur search restrain to eighteen month that is so limiting and out go steady thinking
1,"Finally after explaining repeatedly that we didn ' t have anywhere to stay, that we didn ' t have a mobile to call in the number on the newspaper publisher and that we had been told via my father god by Icelandair to come to the airport we were rebooked."
1,All in all my flight of steps from the minute of check in to when I set down was an infrangible incubus.
1,"i didnt install alpha i didnt break anything and the proftpd channel is utter, positive google wont help me"
1,"Both fourth dimension my qualification has been available online for 4 days, pending completion of transaction with my credit identity card, then it go away and I have to get over!"
1,called they could not get their system to charge amp i was airt little joe times been in 4 stores do not have them how hard is it to see a ware i was looking at pre
1,"I lately created a BRAND NEW exploiter (so new profile ), and that get along not limit the problem."
1,i have perfect internet link but any movie in my library that i have rented will not dally just a unmixed ignominious screenland
1,Not straight but this was the only information usable.
1,"had some difficulty implementing it some time back, was porting an app from win32 land that relied upon conio. h, was attempting to make a somewhat elegant transition to ncurses, never got it to go, getch () was particularly troublesome, particularly given that getchar () is actually importantly different in the situation it was being place in"
1,I squall the stock breeder who could not get any information.
1,She ' s now asking Republic of fiji Airway for a refund to which they are bland out turn down to give her.
1,"My head is, The brand that I desire doesn ' t have shop in tariff free aerodrome."
1,I ' ve tried resume my car but it has not accomplish anything at all.
1,"I was really disgusted with this purchase. First off, it is misrepresented. Since I purchase it, the claim has been change a little to reflect what you get a little bit better. BUT - it nonetheless says box of 50 gauze pads. What they do NOT tell you is this - you will only get 25 packages of gauze bandage."
1,This is passing frustrating because the telecasting or some of the almost useful stuff that is offered with this social class.
1,Hello so what is the deal here after having issue after issue it seems the next issue that we have had is being unable to log into my account what gives we have pay but just cannot admission our account?
1,"I roll in the hay times are hard, but wherefore do these companies insult our intelligence service by claiming that the late penny - filch reduction in service is an improvement?"
1,are you grave and yeah you can explain how something can be out of stock at a reduced price and as if by magic in stock the moment the price goes back up thats my issue here
1,dear i keep cxling a subscription order amp it keeps re itself frustratedinbisbee
1,were already have our second technician come in out this is super disappointing
1,on the gob mack for 2 hours and nobody is give any information now we have change plane delta step up with 20000 notcool
1,Essentially the * like * thing happened on the restoration flight. .. except this time they said they had absolutely no record of her ticket and forced us to grease one's palms another one.
1,you are the worst providers of anything i am a new customer as of 2 weeks and being treated like a tertiary universe citizen no wonder i was advised not to sign on up with you for anything i gave you a chance for nothing failure
1,not today not today this is some shady mother fucker and its really thwarting that your employees cant give me answers and provide excuse for drivers that lie about delivering software package
1,"This is a terrible, deceitful party that luers people in through gimcrack airline business ticket."
1,when supervisor is supposed to visit you back within 24 minute and its been 5 daytime sprintfail worstcustomerservice
1,you know what get me in the christmas intent not shopping at sainsburys after seeing this unbelievably shabby shit and christmas carol in store excessively no doubt
1,Overall absolutely atrocious terrible bloodcurdling experience with FlightNetwork.
1,how can i enjoy my flight when you dont have anyone here to answer questions and help me display panel boojetblue so disappointed with your customer service not only were me and my family unable to get on our original flight yesterday when the flight hadnt taken off but now we have to wait an additional ii hours today to check our bags boojetblue getmehome neveragain
1,The items missing included (I didn ' t have a comprehensive list of the contents ): * a cordless drill (the whole thing including the case was taken not just the battery) * a cycle light within (again the whole set was removed not just the battery) * a cartridge of silicone sealant * a cartridge of adhesive * a bottle of medicines The airline has refuse to take responsibility saying the item were removed by security personnel.
1,"Volaris accuse me over $ 700 for my infant daughter to fell with them, despite the fact that it ' s against Mexican federal law to charge for an infant."
1,your rates are the reason why cable companies are go under you charge 45m for new client but 104m for the like internet speeds for older valued customers cable companies like you are a prime example of legalized larceny forgetcable netflix hulu
1,"This is only $ 53 but the principle of the subject, I was not informed of the details of the charges to my credit card, allow alone the absolutely horrible service, I am certain this is in infringement of some consumer tribute act or travel agents act."
1,"So, as a result of this I have filed a complaint with the BBB and take in several conversations with my friends and coworkers telling them how misguide this company is and all I spoke to are appal you do not bespeak what currency you charge in."
1,should have expect this crud out of what is bad the hr delay on the tarmac or the rude ass flight attendant that come alive me up whatsworse
1,quatern hour delay two hours to make a conclusion there is not any patience left in this aerodrome what is going on with aa2295 flight of stairs delayed 4 hours now 2 hours waiting for crew decision either cancel the flight or board the plane this is absurd horrible client service never again americanairlines aa you gained 150 new pax
1,not probable youve already caused me to lack 3 important meetings virginamerica neveragain are you going to constitute it correct for all of us bos so far that has been said but no one is authorized to do anything
1,it marked on the google map that the road is close who update your piloting all this while my kid look at home
1,1the item was faulty its not the right game it falls under your not up to scratch no problem policy 2 your policy on dvds is if i change my mind i never asked to grease one's palms fifa12 for 48 your store held codwwii on the shelf and i have been mislead and put out
1,To pinch it turned they lose our bags too - from reading other reviews it sound like we got the ' full ' artium baccalaurens experience.
1,costly fellow nigerian has defrauded me lied to me insulted me all see ehn i will end up traveling downwards to ur ikoyi office
1,Their north are designedly delaying trajectory with phony mechanical issues to disrupt cognitive process.
1,it makes me brainsick dawg chipotle barbaric trash the discourtesy is tangible brodie
1,Here is the description of my terrible experience with FlightNetwork: I needed to volume round trip slate to Kobenhavn for ternion people.
1,Berate me for an undesirable solution when you haven ' t condition your good requirements isn ' t helpful.
1,"Notwithstanding, the real tragedy was in reality the issue forth back trip!!"
1,i hate your website tried multiple times in a reservation and it will not continue to payment and hangs tried on all different browsers no option but to volume thru travel agent but exec line delicacy move agency booking like pariah why
1,They offer atomic number 102 direction or help other than ask people to leave the carge place.
1,and are playing games on deliverance times and notifications one software system delivery attempted wrong and another deliver wrongfulness i guess metrics are more important than truth and client service
1,need to determine whatsoever tf is going on w my phone i cant still listen to my music i pay for it i easily be able to listen to it
1,since amazon cancelled my uk rank i am stuck with chetan bhagat in the lit division do you even know what literature is fuck
1,"And I, on the other hand, am extremely bemused and frustrated that I can ' t speak to Aeromexico directly (or e mail them, for that matter )."
1,that is not true at all the regular price for 2 twelvemonth is rs 89376 and the discounted terms is rs 89376 if the promotional codification was genuinely valid there would have been a 25 drop as claimed in the final discounted price so far running a fake sale i recvd an email offering 25 off on my next new purchase so i went over to bcoz i want a new domain and it seems that you are not offering a 25 discount at all cheap pr stunt i must say you will lose customers i separate you that one
1,The complete unfitness of anyone representing alcoholics anonymous at the airport or on the phone to address the position was beyond irresponsible.
1,Their protection staff is crude and there is no construct of organized embarkment at Heathrow.
1,I am guide a canonical course on your program and I find that the direction are often vague to the point of incomprehensibility.
1,Swell to be honest I have been discover for a while that the track offered are cold and insistent.
1,Everything that ca ca a combat ready game goodness is not present in the least scrap!
1,"therefore, I am VERY disappointed with this stupid camera, and am looking FORWARD to dampen it so I can go and purchase another NIKON COOLPIX, which, except for the lens payoff (breaking with minor trauma ), took great pictures, MOST of which WEREN ' T blurry! !! !! !! !!!"
1,"All solar day, and if I sustain receive these kinds of problems with your society I ' ll just shift to one of your competitors."
1,i have been sent two counterfeit copies of and financial support was ineffectual to tell a third written matter would be genuine the offending 1 seller is still on the site and every attempt i make to leave a criticism regarding the forgery gets censored stop censoring me 2
1,i am having so much problem with my orchard apple tree id accept my payment details i cannot download or update anything i am about to go to android this is horrible nothing is working for me
1,i checked but not clearly mentioned agwin load almost 25 is more you postulate to attend into this by the way i am delete the order if you u cannot help to resolve
1,"I have to wonder exactly who ticked the market enquiry box "" Yes, please stop helping me passing the time with films and other amusement and stress to squeeze another $ 7. 50 out of me instead ""."
1,why should we be loyal to your airline yet over again for an international trajectory youve localise me in a center seat diamondmeansnothing
1,great ios11 upgrade scrap what was antecedently great iphone 7 battery life story battery life chronic trouble for
1,My long - draw thriftiness class experience within the last two years: Singapore Airway 777 is abominable.
1,abominable service personell from check in desk in montreal worst ever
1,this recent update is not cool at all its wreak up wid apps take a crap my phone really slw sorrow it so much ios11 iphone7plus
1,i dont still wanna tweet anymore screw you fix this
1,What ' s the next movement (besides obviously ne'er flying with them again and rede everyone I bang to do the same )?
1,"If you try to emulate his failed luggage policy, could I implore you to try and at least intent for his successful on time insurance?"
1,"The airway should be ashamed to even put people on those planes, but clearly Delta does not care one shred about its rider ' comfort, still for long flights."
1,I am so maddened now as they ne'er inform me that this was part of the terms they quote to me!!
1,i trust you can help me becuse the elbow room i am do by it is wholly unacceptable
1,I just had the forged experience reserve flights to United mexican states with Interjet.
1,after foursome recaptcha i finally got to paywhat a bad user experience i got herenearly act not desire to buy any longer
1,"I have used the useless flight tracker to get updated on the status of flight of stairs 558 and track the "" Airway Bill / Check number "" to give chase as well."
1,We lost a hale solar day in Roma b / c Delta has no clue how to properly service their carpenter's plane.
1,"Only to be distinguish that they assume ' t give policy or cancellation advice on this number, you need to do it online! !!"
1,you have failed to install my internet for 2 days respective phone call in and i cant yet get a director incompetent person wastedmyweekend
1,this new email variety suck up hate it go backward to old notfunctional
1,wherefore do not your phones work i yield 14k for a earpiece that does not reply to anything
1,These were families with children expect and this was an ridiculous elbow room to deal the position.
1,absolute joke after waiting all day for an social club order on friday on prize
1,I have been basically been pluck and this could have turned out alot bad than it did throw i missed my connecting flight.
1,"The mass in the lading agency were lowbred, unprofessional and dismissive."
1,I have locked them before check - in and my suitcase is the case that came with international lock that can be opened by international key in case the luggage would be spot checked by any airport authority so it should not be force undetermined in such style!
1,And one of the United staff really threaten me.
1,massively thwarted with ii of your restaurants tonight
1,i detest you how toilsome is it to not position onion in my wetback
1,will there be an update coming presently thats gonna fix my shelling issues or should i simply throw away the whole telephone set and use a pigeon
1,this is genuinely the worst thing with amazon shame is this the way to deal with costumers day one only i raised this issue through with mail infact no one told during my fundamental interaction with executive director initially
1,The final time soul assure me that they lie down and I was on storage area for at least a half hour.
1,"Own An eight nox holiday which I cannot get to, not to remark my return was also booked HIR - NAN - HNL Also on FIJI airways. .. What a bunch of turn"
1,"The employees are incompetenent, don river ' t fear and the air hose is incapable of be believe to transport an animal, child or anything of value."
1,"After verbalise with an exceedingly unhelpful and rude executive program, and explain our situation, she said she would investigate farther and disappeared, only to return 45 minutes later to again repeat there were no seats for us."
1,What is most frustrating is that there is no way to find a flight with two upgrade - able seats without calling associate in arts - - and waiting done three minutes of canned drivel before we find a representative and blend in through the whole ' wanna ' list with her.
1,I am flying Virgin Australia to Los Angeles and absolutely hate plane food (incessantly have horrible stomach pains after eating it) Wanting to bring my ain solid food on the plane but concerned with customs etc with what I can bring instead of bear large amounts of money for food beyond customs which is as horrible.
1,The transit at Heathrow (a refueling and more rider cease) was the most miserable experience in all our flying year. .. . We would not recommend to anyone flying through and through Heathrow as transportation system passengers.
1,I am writing today to order you how disappointed I am in your misleading business practices and gross out I am with your customer living (a common thread in many reviews for your caller ).
1,"Once on display board the airplane I was put next to a small baby and on asking the cabin crew if I could be move as I did not want to give the fry my germs, I was rudely told that there was nothing they could do for me."
1,I should have recognize in effect than to leger a low - cost flight through with an agency. .. or at least through That authority!
1,Have other passengers make the bad destiny of deal with rude and unhelpful Qatar Air lane staff?
1,"These puppies and family pet were left neglected in small crate for an insalubrious amount of time, leave out by American Airlines."
1,It took ages for them to pick up the phone and they kept quoting the new monetary value but as shortly as I harmonise then they would turn over me on to another individual or cut the phone.
1,think well have enjoyed the chicken by the time we make our adjacent visit thank you though x resist to give a free plastic bag with a roast chicken as its wrapped so it doesnt leak essence remainder in bag not good
1,real thwarted i was disconnect with no solution
1,this is how ups delivered my bundle out 800 of xmas money for my 5 children furious mommy
1,help me rt ok the box rag i update my phone what else do you require from me
1,not dead on target regrettably most passengers are still on the train and i am even tolerate its rammed front to stake is that enough feedback for you
1,Every escape on AA that we ' ve make since the merger we could hear the flight attendants complaining and they could like less about the service.
1,no period know now service is cancalled now having to spend for substitute travel does not help my notecase seriously dang right disgusted that this happens every day seriously need to stop up your biz here
1,Or else of being helpful and sympathetic the Australian staff working behind the counters sent me away 4 times to unlike counters to try and sort out my problem which take over an i 1 / 2 hours.
1,I certainly paid plenty for the tag and don ' t see any reason to kick in more money for something that ne'er cost money until now.
1,I also get on a few travel revue sites seems that I am one of many mass who have had a tough experience with this airline.
1,What is the gunpoint of client tending federal agent when they have to consult every doubtfulness.
1,They forced us to check our bags or give several hundred dollars to transport them on even though we had less and then when we go down and the bags were standard carry size for any other airline.
1,the inquiry is not about apply visa so disappointed on your online financial support
1,one of your jfk representatives nevertheless managed to cancel my integral return trip from ppt to jfk ended the thanksgiving wknd and i almost ended up in nz i ask to verbalise to somebody in charge about all this fiasco email
1,We were originally looking at book thru trajectory centre but they want to charge us $ 20 extra per person per flight on top of flight price to get a ticket I just feel ripped off so I ' m bet at reserve direct myself.
1,you just tweet this same matter at me the other day thats what im sayingi starting work at 7am wherefore bevel i have a big mac
1,i hope package is delivered todayif m not usable and so tell courier boy to hold off sometime and do call in mealready disapointed
1,email i have been hold billing problems with uber ever since i changed from johnny cash to card before my take was resolved without any hassles however i am still expect for a resolution for a double billing that occurred on the 19th of november i have sent numerous email
1,i know my internet hurrying technically says up to 25mb but all i am get is 8mb that is not yet half not satisfactory
1,9 days and counting tho appreciate mass are busy and have workloads to get through but ennead clarence day without a response that is quite an a lot is not it
1,"I fly this route annually / bi - annually to visit in - laws with my children and hubby who were on this flight with me, they ' re all all right (kids were xvi months and 3 ), I ' m still a mess, can ' t lookout safety tv and have to take valium."
1,Furthermore we have a lot of strain (nobody grant us that it would be potential to come rearward to sao paulo ).
1,"Now, trine months far, I still have no result or defrayment by spigot or Ebookers."
1,"I call Delta, who say there was nothing they could do - if the traveling agent gain ground ' t variety it, I ' m SOL."
1,I am completely illogical with the ordinance at this degree!
1,can you delight block making me update my xbox every couple of years i dont get many sidereal day off and i want to be able to play
1,"vast overbook and again ask for volunteers, at least no aircraft downgrade."
1,how the heck is that potential it is a carte make out by yall
1,"From say a lot of information online it seems that because I am travel on 2 budget airlines I have to clear immigration, then wait on the "" outside "" of the airport until the sideboard for my flight of stairs open. .. likely 3 hours before my flight at 9pm."
1,can you tell me why the pumpkin my flat corrupt from you yesterday set maggots all over our kitchen mesa
1,"The flight leaves late due to late inbound craft - (which is a BS excuse really - - a more honest one would be the craft was late because its on an end to end docket with very blotto turnaround times, and we stuffed up someplace earlier in the day )."
1,Flights out were fine but the flight back was not as our airplane was changed to a three three three configuration so our keister which were still 3A and 3B were so small in breadth we could only barely sit in them and when our meal was brought round we could not put the tables down to eat our meals as the tables were in the armrests hence the reason the seats were not very wide.
1,"The flight leaves deep due to late inbound craft - (which is a BS excuse really - - a more honest one would be the craft was late because its on an end to end schedule with very tight turnaround times, and we binge up somewhere sooner in the day) So I land an hour tardily and then have to hold back for my bags - C ' est la vie."
1,"can i get anything backward, or is it hopeless. .. . i take it the trash can uses the rm statement or hopefully some other method acting? ???"
1,can you delight tell me wherefore my 7 most burned a fix in my pants and why my torch or camera doesnt work now
1,it is every show yet the darn commercial message i get 1 moment then bam erroneous belief
1,either way its retarded like the enforcement squad skill less bang no wonder sony is onwards by over 30 million sad i was suspended for a offensive emblem even though it was a photo of crash bandicoot why
1,And this was how I was repay What a stinking client trueness advantage.
1,hey the whole estimation of dvr is so you dont have to see commercialswhat am i paying for
1,really because i used to have 3gb which i never campaign out of then all of a sudden idaho use up all my data in a month without really doing anything had to upgrade to 15gb and now i apparently use 80 of that cant time lag to flip to 3 roll on end of contract
1,that come not justify the difference in price you are suggesting that because other places charge more you can charge more because asda is close to cheaper station you u lower ur price to compete but because the other storehouse is a few miles aside you u can keep price highr
1,i ordered various c dollars worth of clothes and shoes for a trip i have in a couple days you delivered it to the completely haywire state sc this needs to be fixed as soon as possible asap and delivered to my address in florida nothappy
1,It kind of defeats the purpose of go to the airport the day before if we are going to have to stand and queue in the like waiting line that we would have stood in have we just taken our sheath in the morning!
1,so i used for the first and last time food was more than one hour by and by than promised and was cold nothappy
1,ur refurbish macbook pro sucks battery percentage appease the like random vibrating sounds and i only have it for 2 months
1,i know its barely such an unfortunate upshot to happen not precisely bcuz im losing the store but many ppl are lose their jobs my momma sent me this email whyyyyyyy im so sad to see my fav situation leave me
1,havent received any update so far its been a hebdomad now
1,"After waiting for well over two hours after the flight landed, the people representing American Airlines Cargo could not give any information other than "" we don ' t sleep with where the blackguard is, there were no dogs on escape 558 ""."
1,"Only thought I would have you traveler recognize about it, rattling disappointed."
1,His 3. 3 yard per carry are in reality worse than last twelvemonth!
1,When I checked in at Melbourne Airdrome I have the misfortune to be quite inauspicious with grippe and on spinning top of not feeling well I had problems with my ticket.
1,"Well, I called back three weeks later to rebook it, and he said that I only take two days to rebook the flight, that time feature passed, they were taking my money and they would not be pay it back."
1,So it looks like i am not able to approach education itinerary at all no subject what i do i can ' t yet get to the pill.
1,Advantageously that is sooner bother i do not understand wherefore i am pay for this account when I cannot use it.
1,"The first laser I received was not target directly, and it was so far sour I could not adapt it in."
1,"Okay, now it ' s actually worse, I can ' t log on at all, not precisely have material lost or course credit not indicate up."
1,"My name is Gianina Odom, and I am enrolled in a basic - point course right now, but the audio recording is so bad that I can scantily realize the teacher."
1,Undecomposed thing this particular was chintzy crusade now it is useless to me.
1,I would like to verbalise to your managing director because this is not satisfactory.
1,i have not pick up anything yet real defeated in the client service here
1,"When I exercise indeed have to make change, it was entirely out of the question to contact the means."
1,techylots takes two days to respond i dont have 2 days i need to know status now what is going on trying to get ipads ordain from techylots where are they need to speak with soul today not 2 days from now
1,I conceive this is extremely poor and misleading recitation which finally discourage many customers.
1,not happy with uber driver called to strike down on me and recount me no charge see 1000 dollar guardianship for invalidate not cool not reply
1,They have obviously hold on caring at all and should do us all a favour by declaring bancruptcy and get out of a business that has clear slip by them by.
1,It cost me 8 RM just to get through the pre recorded message about the new terminal then the guy wire on the phone guess he couldn ' t hear me and I yes disconnect.
